NOM_SCIENTIFIQUE;NOM_LATIN
Tectaria gemmifera (Fée) Alston, 1939;Tectaria gemmifera
Tectaria heracleifolia (Willd.) Underw., 1906;Tectaria heracleifolia
Tectaria hymenodes (Mett. ex Kuhn) J.W.Moore, 1933;Tectaria hymenodes
Tectaria incisa Cav., 1802;Tectaria incisa
Tectaria incisa f. incisa Cav., 1802;Tectaria incisa
Tectaria incisa f. vivipara (Jenman) C.V.Morton, 1966;Tectaria incisa
Tectaria jardinii (Mett. ex Kuhn) E.D.Br.;Tectaria jardinii
Tectaria kouniensis Brownlie;Tectaria kouniensis
Tectaria latifolia (Forst.) Copel., 1907;Tectaria latifolia
Tectaria lessonii (Bory) Holttum;Tectaria lessonii
Tectaria lifuensis (E.Fourn.) C.Chr.;Tectaria lifuensis
Tectaria magnifica (Bonap.) C. Chr., 1932;Tectaria magnifica
Tectaria marchionica E.D.Br.;Tectaria marchionica
Tectaria moorei (Hook.) C.Chr.;Tectaria moorei
Tectaria papillosa Holttum;Tectaria papillosa
Tectaria pica (L.f.) C.Chr., 1932;Tectaria pica
Tectaria pseudosinuata Brownlie, 1969;Tectaria pseudosinuata
Tectaria puberula (Desv.) C.Chr., 1932;Tectaria puberula
Tectaria seemannii (E.Fourn.) Copel.;Tectaria seemannii
Tectaria sinuata (Labill.) C.Chr.;Tectaria sinuata
Tectaria stearnsii Maxon, 1923;Tectaria stearnsii
Tectaria tenuifolia (Mett. ex Kuhn) Maxon;Tectaria tenuifolia
Tectaria transiens (C.V.Morton) A.R.Sm., 1980;Tectaria transiens
Tectaria trifoliata (L.) Cav., 1802;Tectaria trifoliata
Tectaria trinitensis Maxon, 1930;Tectaria trinitensis
Tectaria vieillardii (E.Fourn.) C.Chr.;Tectaria vieillardii
Tectariaceae Panigrahi, 1986;Tectariaceae Panigrahi
Tecticornia Hook.f., 1880;Tecticornia Hook
Tecticornia indica (Willd.) K.A.Sheph. & Paul G.Wilson, 2007;Tecticornia indica
Tectona grandis L.f., 1782;Tectona grandis
Tectona L.f., 1782;Tectona L
Tectonoideae Bo Li & Olmstead, 2017;Tectonoideae Bo
Teesdalia coronopifolia (J.P.Bergeret) Thell., 1912;Teesdalia coronopifolia
Teesdalia nudicaulis (L.) W.T.Aiton, 1812;Teesdalia nudicaulis
Teesdalia W.T.Aiton, 1812;Teesdalia W
Teilingia Bourr., 1964;Teilingia Bourr
Teilingia excavata (Ralfs ex Ralfs) Bourr., 1964;Teilingia excavata
Teilingia granulata (J.Roy & Bisset) Bourr., 1964;Teilingia granulata
Teilingia wallichii (D.L.Jacobsen) Bourr., 1964;Teilingia wallichii
Telaranea bisetula (Steph.) E.O.Campb., 1971;Telaranea bisetula
Telaranea coactilis (Spruce) J.J.Engel & G.L.Merr., 2004;Telaranea coactilis
Telaranea diacantha (Mont.) J.J.Engel & G.L.Merr., 2004;Telaranea diacantha
Telaranea europaea J.J.Engel & G.L.Merr., 2004;Telaranea europaea
Telaranea major Herzog;Telaranea major
Telaranea maorensis Pócs, 2006;Telaranea maorensis
Telaranea nematodes (Gottsche ex Austin) M.Howe, 1902;Telaranea nematodes
Telaranea parvifolia (Steph.) J.J.Engel & G.L.Merr., 2004;Telaranea parvifolia
Telaranea pecten (Spruce) J.J.Engel & G.L.Merr., 2004;Telaranea pecten
Telaranea sejuncta (Ångstr.) S.W.Arnell;Telaranea sejuncta
Telaranea Spruce ex Schiffn., 1893;Telaranea Spruce
Telekia Baumg., 1816;Telekia Baumg
Telekia speciosa (Schreb.) Baumg., 1816;Telekia speciosa
Telephieae H.Ohba & Thiede, 2007;Telephieae H
Telephium imperati L., 1753;Telephium imperati
Telephium imperati subsp. imperati L., 1753;Telephium imperati
Telephium L., 1753;Telephium L
Telitoxicum duckei (Diels) Moldenke, 1938;Telitoxicum duckei
Telitoxicum inopinatum Moldenke, 1938;Telitoxicum inopinatum
Telitoxicum krukovii Moldenke, 1938;Telitoxicum krukovii
Telitoxicum minutiflorum (Diels) Moldenke, 1938;Telitoxicum minutiflorum
Telitoxicum Moldenke, 1938;Telitoxicum Moldenke
Tellamia Batters, 1895;Tellamia Batters
Tellamia contorta Batters, 1895;Tellamia contorta
Tellima ;Tellima
Tellima grandiflora (Pursh) Douglas ex Lindl., 1828;Tellima grandiflora
Telmatoblechnum indicum (Burm.f.) Perrie, D.J.Ohlsen & Brownsey, 2014;Telmatoblechnum indicum
Telmatoblechnum Perrie, D.J. Ohlsen & Brownsey, 2014;Telmatoblechnum Perrie
Telmatoblechnum serrulatum (Rich.) Perrie, D.J. Ohlsen & Brownsey, 2014;Telmatoblechnum serrulatum
Temnoma Mitt.;Temnoma Mitt
Temnoma quadripartitum (Hook.) Mitt., 1877;Temnoma quadripartitum
Temnoma setigerum (Lindenb.) R.M.Schust., 1963;Temnoma setigerum
Tenarea Bory, 1832;Tenarea Bory
Tenarea tortuosa (Esper) M.Lemoine, 1910;Tenarea tortuosa
Tephroseris (Rchb.) Rchb., 1842;Tephroseris (Rchb
Tephroseris balbisiana (DC.) Holub, 1973;Tephroseris balbisiana
Tephroseris helenitis (L.) B.Nord., 1978;Tephroseris helenitis
Tephroseris helenitis subsp. candida (Corb.) B.Nord., 1978;Tephroseris helenitis
Tephroseris helenitis subsp. helenitis (L.) B.Nord., 1978;Tephroseris helenitis
Tephroseris helenitis subsp. macrochaeta (Willk.) B.Nord., 1978;Tephroseris helenitis
Tephroseris integrifolia (L.) Holub, 1973;Tephroseris integrifolia
Tephroseris integrifolia subsp. capitata (Wahlenb.) B.Nord., 1978;Tephroseris integrifolia
Tephroseris integrifolia subsp. integrifolia (L.) Holub, 1973;Tephroseris integrifolia
Tephroseris longifolia (Jacq.) Griseb. & Schenk, 1852;Tephroseris longifolia
Tephroseris longifolia subsp. gaudinii (Gremli) Kerguélen, 1994;Tephroseris longifolia
Tephroseris longifolia subsp. longifolia (Jacq.) Griseb. & Schenk, 1852;Tephroseris longifolia
Tephroseris palustris (L.) Fourr., 1868;Tephroseris palustris
Tephrosia adunca Benth., 1839;Tephrosia adunca
Tephrosia candida DC., 1825;Tephrosia candida
Tephrosia cinerea (L.) Pers., 1807;Tephrosia cinerea
Tephrosia coronillifolia (Desf. ex Poir.) DC.;Tephrosia coronillifolia
Tephrosia leratiana Harms, 1911;Tephrosia leratiana
Tephrosia noctiflora Bojer ex Baker, 1871;Tephrosia noctiflora
Tephrosia Pers., 1807;Tephrosia Pers
Tephrosia pumila (Lam.) Pers., 1807;Tephrosia pumila
Tephrosia purpurea (L.) Pers., 1807;Tephrosia purpurea
Tephrosia purpurea subsp. dunensis Brummitt, 1968;Tephrosia purpurea
Tephrosia purpurea subsp. leptostachya (DC.) Brummitt, 1968;Tephrosia purpurea
Tephrosia purpurea subsp. purpurea (L.) Pers., 1807;Tephrosia purpurea
Tephrosia senna Kunth, 1824;Tephrosia senna
Tephrosia sessiliflora (Poir.) Hassl., 1919;Tephrosia sessiliflora
Tephrosia sinapou (Buc'hoz) A.Chev., 1925;Tephrosia sinapou
Tephrosia tinctoria (L.) Pers., 1807;Tephrosia tinctoria
Tephrosia vogelii Hook.f., 1849;Tephrosia vogelii
Teramnus labialis (L.f.) Spreng., 1826;Teramnus labialis
Teramnus labialis subsp. arabicus Verdc., 1970;Teramnus labialis
Teramnus P.Browne, 1756;Teramnus P
Teramnus repens (Taub.) Baker f., 1928;Teramnus repens
Teramnus repens subsp. gracilis (Chiov.) Verdc., 1970;Teramnus repens
Teramnus uncinatus (L.) Sw., 1788;Teramnus uncinatus
Teramnus uncinatus subsp. uncinatus (L.) Sw., 1788;Teramnus uncinatus
Teratophyllum Mett. ex Kuhn, 1870;Teratophyllum Mett
Teratophyllum wilkesianum (Brack.) Holttum, 1938;Teratophyllum wilkesianum
Terminalia amazonia (J.F.Gmel.) Exell, 1935;Terminalia amazonia
Terminalia arjuna (Roxb. ex DC.) Wight & Arn., 1834;Terminalia arjuna
Terminalia aubletii Gere & Boatwr., 2017;Terminalia aubletii
Terminalia bellirica (Gaertn.) Roxb., 1798;Terminalia bellirica
Terminalia bentzoe (L.) L.f., 1782;Terminalia bentzoe
Terminalia bentzoe subsp. bentzoe (L.) L.f., 1782;Terminalia bentzoe
Terminalia boivinii Tul., 1856;Terminalia boivinii
Terminalia buceras (L.) C.Wright, 1869;Terminalia buceras
Terminalia carinata Sabatier & J.Engel, 2020;Terminalia carinata
Terminalia catappa L., 1767;Terminalia catappa
Terminalia cherrieri MacKee;Terminalia cherrieri
Terminalia dichotoma G.Mey., 1818;Terminalia dichotoma
Terminalia fatraea (Poir.) DC., 1828;Terminalia fatraea
Terminalia gatopensis Guillaumin, 1943;Terminalia gatopensis
Terminalia glabrata G.Forst., 1786;Terminalia glabrata
Terminalia grandis (Ducke) Gere & Boatwr., 2017;Terminalia grandis
Terminalia guyanensis Eichler, 1867;Terminalia guyanensis
Terminalia ivorensis A.Chev., 1909;Terminalia ivorensis
Terminalia kernbachii Warb.;Terminalia kernbachii
Terminalia L., 1767 [nom. cons.];Terminalia L
Terminalia latifolia Sw., 1788;Terminalia latifolia
Terminalia littoralis Seem., 1865;Terminalia littoralis
Terminalia lucida Hoffmanns. ex Mart. & Zucc., 1824;Terminalia lucida
Terminalia macrophylla (Eichler) Gere & Boatwr., 2017;Terminalia macrophylla
Terminalia mantaly H.Perrier, 1953;Terminalia mantaly
Terminalia megalophylla (Van Heurck & Müll.Arg.) Gere & Boatwr., 2017;Terminalia megalophylla
Terminalia microcarpa Decne., 1834;Terminalia microcarpa
Terminalia nitidissima Rich., 1792;Terminalia nitidissima
Terminalia novocaledonica Däniker;Terminalia novocaledonica
Terminalia oblonga (Ruiz & Pav.) Steud., 1841;Terminalia oblonga
Terminalia ochroprumna (Eichler) Gere & Boatwr., 2017;Terminalia ochroprumna
Terminalia parvifolia (Ducke) Gere & Boatwr., 2017;Terminalia parvifolia
Terminalia parvifolia subsp. parvifolia (Ducke) Gere & Boatwr., 2017;Terminalia parvifolia
Terminalia rubricarpa Baker f.;Terminalia rubricarpa
Terminalia samoensis Rech.;Terminalia samoensis
Terminalia sect. Bialatae Engl. & Diels, 1900;Terminalia sect
Terminalia sect. Bucida (L.) Alwan & Stace, 2010;Terminalia sect
Terminalia sect. Chuncoa (Pav. ex Juss.) C.B.Clarke, 1878;Terminalia sect
Terminalia sect. Diptera (Eichler) Engl. & Diels, 1900;Terminalia sect
Terminalia sect. Oblongae Engl. & Diels, 1900;Terminalia sect
Terminalia sect. Rhombocarpae Engl. & Diels, 1900;Terminalia sect
Terminalia sect. Terminalia L., 1767;Terminalia sect
Terminalia superba Engl. & Diels, 1899;Terminalia superba
Terminalia tetraphylla (Aubl.) Gere & Boatwr., 2017;Terminalia tetraphylla
Terminalia ulexoides H.Perrier, 1953;Terminalia ulexoides
Terminalia viridiflora (Ducke) Gere & Boatwr., 2017;Terminalia viridiflora
Terminaliinae Exell & Stace, 1966;Terminaliinae Exell
Ternstroemia browniana Kobuski, 1942;Ternstroemia browniana
Ternstroemia corymbosa Sm., 1817;Ternstroemia corymbosa
Ternstroemia dehiscens Huber, 1915;Ternstroemia dehiscens
Ternstroemia delicatula Choisy, 1855;Ternstroemia delicatula
Ternstroemia dentata (Aubl.) Sw., 1788;Ternstroemia dentata
Ternstroemia elliptica Sw., 1788;Ternstroemia elliptica
Ternstroemia Mutis ex L.f., 1782;Ternstroemia Mutis
Ternstroemia oligostemon Krug & Urb., 1896;Ternstroemia oligostemon
Ternstroemia peduncularis DC., 1822;Ternstroemia peduncularis
Ternstroemia punctata (Aubl.) Sw., 1788;Ternstroemia punctata
Ternstroemieae DC., 1824;Ternstroemieae DC
Terpsichore A.R.Sm., 1993;Terpsichore A
Terpsichore anfractuosa (Kunze ex Klotzsch) B.León & A.R.Sm., 2003;Terpsichore anfractuosa
Terpsichore asplenifolia (L.) A.R.Sm., 1993;Terpsichore asplenifolia
Terpsichore eggersii (Baker ex Hook.) A.R.Sm., 1993;Terpsichore eggersii
Terpsichore kegeliana (Kunze) A.R.Sm., 1993;Terpsichore kegeliana
Terpsichore lanigera (Desv.) A.R.Sm., 1993;Terpsichore lanigera
Terpsichore staheliana (Posth.) A.R.Sm., 1993;Terpsichore staheliana
Terpsichore x victorhugoensis Christenh., 2009;Terpsichore x
Tetmemorus brebissonii Ralfs, 1848;Tetmemorus brebissonii
Tetmemorus granulatus Bréb. ex Ralfs, 1848;Tetmemorus granulatus
Tetmemorus granulatus f. crassus Auclair, 1910;Tetmemorus granulatus
Tetmemorus granulatus f. major Deflandre, 1925;Tetmemorus granulatus
Tetmemorus laevis Ralfs ex Ralfs, 1848;Tetmemorus laevis
Tetmemorus Ralfs ex Ralfs, 1848;Tetmemorus Ralfs
Tetrabaena Fromentel, 1874;Tetrabaena Fromentel
Tetrabaena socialis (Dujard.) H.Nozaki & M.Itoh, 1994;Tetrabaena socialis
Tetrabaenaceae H.Nozaki & M.Ito, 1994;Tetrabaenaceae H
Tetracera asperula Miq., 1846;Tetracera asperula
Tetracera billardierei Martelli, 1886;Tetracera billardierei
Tetracera costata Mart. ex Eichler, 1863;Tetracera costata
Tetracera costata subsp. costata Mart. ex Eichler, 1863;Tetracera costata
Tetracera costata subsp. rotundifolia (Sm.) Kubitzki, 1970;Tetracera costata
Tetracera L., 1753;Tetracera L
Tetracera surinamensis Miq., 1845;Tetracera surinamensis
Tetracera tigarea DC., 1817;Tetracera tigarea
Tetracera volubilis L., 1753;Tetracera volubilis
Tetracera volubilis subsp. volubilis L., 1753;Tetracera volubilis
Tetracera willdenowiana Steud., 1841;Tetracera willdenowiana
Tetracera willdenowiana subsp. emarginata Kubitzki, 1970;Tetracera willdenowiana
Tetracera willdenowiana subsp. willdenowiana Steud., 1841;Tetracera willdenowiana
Tetrachlorella alternans (G.M.Smith) Korshikov, 1939;Tetrachlorella alternans
Tetrachlorella incerta Hindák, 1977;Tetrachlorella incerta
Tetrachlorella Korshikov, 1939;Tetrachlorella Korshikov
Tetrachondraceae Wettst., 1924;Tetrachondraceae Wettst
Tetraclineae H.L.Li, 1953;Tetraclineae H
Tetraclinis articulata (Vahl) Mast., 1892;Tetraclinis articulata
Tetraclinis Mast., 1892;Tetraclinis Mast
Tetracymbaliella comptonii (Pearson) Grolle, 1963;Tetracymbaliella comptonii
Tetracymbaliella cymbalifera (Hook.f. & Taylor) Grolle, 1961;Tetracymbaliella cymbalifera
Tetracymbaliella decipiens (Gottsche) Grolle, 1961;Tetracymbaliella decipiens
Tetracymbaliella Grolle, 1961;Tetracymbaliella Grolle
Tetradenia Benth., 1830;Tetradenia Benth
Tetradenia nervosa Codd, 1984;Tetradenia nervosa
Tetradenia riparia (Hochst.) Codd, 1983;Tetradenia riparia
Tetradesmus G.M.Smith, 1913;Tetradesmus G
Tetradesmus incrassatulus (Bohlin) M.J.Wynne, 2016;Tetradesmus incrassatulus
Tetradesmus lagerheimii M.J.Wynne & Guiry, 2016;Tetradesmus lagerheimii
Tetradesmus obliquus (Turpin) M.J.Wynne, 2016;Tetradesmus obliquus
Tetradesmus wisconsinensis G.M.Smith, 1913;Tetradesmus wisconsinensis
Tetradium daniellii (Benn.) T.G.Hartley, 1991;Tetradium daniellii
Tetradium Lour., 1790;Tetradium Lour
Tetraedron caudatum (Corda) Hansgirg, 1888;Tetraedron caudatum
Tetraedron Kütz., 1845;Tetraedron Kütz
Tetraedron minimum (A.Braun) Hansg., 1888;Tetraedron minimum
Tetraedron minimum f. tetralobulatum (Reinsch) De Toni, 1889;Tetraedron minimum
Tetraedron triangulare Korshikov, 1953;Tetraedron triangulare
Tetraedron trigonum (Nägeli) Hansgirg, 1888;Tetraedron trigonum
Tetraedron trilobulatum (Reinsch) Hansgirg, 1889;Tetraedron trilobulatum
Tetraedron victoriae Wolosz., 1914;Tetraedron victoriae
Tetragonia L., 1753;Tetragonia L
Tetragonia tetragonoides (Pall.) Kuntze, 1891;Tetragonia tetragonoides
Tetralocularia O'Donell, 1960;Tetralocularia O'Donell
Tetralocularia pennellii O'Donell, 1960;Tetralocularia pennellii
Tetralophozia (R.M.Schust.) Schljakov, 1973;Tetralophozia (R
Tetralophozia filiformis (Steph.) Urrni, 1983;Tetralophozia filiformis
Tetralophozia setiformis (Ehrh.) Schljakov, 1976;Tetralophozia setiformis
Tetrameranthus guianensis Westra & Maas, 2012;Tetrameranthus guianensis
Tetrameranthus R.E.Fr., 1939;Tetrameranthus R
Tetrameriinae T.F.Daniel, Kiel & McDade, 2021;Tetrameriinae T
Tetramicra canaliculata (Aubl.) Urb., 1918;Tetramicra canaliculata
Tetramicra elegans (Ham.) Cogn., 1909;Tetramicra elegans
Tetramicra Lindl., 1831;Tetramicra Lindl
Tetrapanax (K.Koch) K.Koch, 1859;Tetrapanax (K
Tetrapanax papyrifer (Hook.) K.Koch, 1859;Tetrapanax papyrifer
Tetraphidaceae Schimp., 1856;Tetraphidaceae Schimp
Tetraphidales M.Fleisch., 1920;Tetraphidales M
Tetraphis geniculata Girg. ex Milde, 1865;Tetraphis geniculata
Tetraphis Hedw., 1801;Tetraphis Hedw
Tetraphis pellucida Hedw., 1801;Tetraphis pellucida
Tetraplodon angustatus (Hedw.) Bruch & Schimp., 1844;Tetraplodon angustatus
Tetraplodon Bruch & Schimp., 1844;Tetraplodon Bruch
Tetraplodon mnioides (Hedw.) Bruch & Schimp., 1844;Tetraplodon mnioides
Tetraplodon urceolatus (Hedw.) Bruch & Schimp., 1844;Tetraplodon urceolatus
Tetrapollinia caerulescens (Aubl.) Maguire & B.M.Boom, 1989;Tetrapollinia caerulescens
Tetrapollinia Maguire & B.M.Boom, 1989;Tetrapollinia Maguire
Tetrapterys calophylla A.Juss., 1840;Tetrapterys calophylla
Tetrapterys Cav., 1790;Tetrapterys Cav
Tetrapterys crispa A.Juss., 1840;Tetrapterys crispa
Tetrapterys discolor (G.Mey.) DC., 1824;Tetrapterys discolor
Tetrapterys inaequalis Cav., 1790;Tetrapterys inaequalis
Tetrapterys megalantha W.R.Anderson, 1981;Tetrapterys megalantha
Tetrapterys mucronata Cav., 1790;Tetrapterys mucronata
Tetrapterys tinifolia Triana & Planch., 1862;Tetrapterys tinifolia
Tetraria arundinacea (Sol. ex Vahl) T.Koyama, 1961;Tetraria arundinacea
Tetraria breviseta (J.Raynal) Larridon, 2018;Tetraria breviseta
Tetraria comosa (C.B.Clarke) T.Koyama, 1961;Tetraria comosa
Tetraria P.Beauv., 1816;Tetraria P
Tetraria raynaliana Larridon, 2018;Tetraria raynaliana
Tetraria setacea (J.Raynal) Larridon, 2018;Tetraria setacea
Tetraria stagnalis (Däniker) T.Koyama, 1961;Tetraria stagnalis
Tetraria sylvestris (J.Raynal) Larridon, 2018;Tetraria sylvestris
Tetraselmis convolutae (Parke & Manton) R.E.Norris, Hori & Chihara, 1980;Tetraselmis convolutae
Tetraselmis cordiformis (H.J.Carter) F.Stein, 1878;Tetraselmis cordiformis
Tetraselmis desikacharyi Marin, Hoef-Emden & Melkonian, 1996;Tetraselmis desikacharyi
Tetraselmis F.Stein, 1878;Tetraselmis F
Tetraselmis marina (Cienkowski) R.E.Norris, Hori & Chihara, 1980;Tetraselmis marina
Tetraselmis subcordiformis (Wille) Butcher, 1959;Tetraselmis subcordiformis
Tetraspora cylindrica (Wahlenb.) C.Agardh, 1824;Tetraspora cylindrica
Tetraspora gelatinosa (Vaucher) Desvaux, 1818;Tetraspora gelatinosa
Tetraspora godeyi Kütz., 1846;Tetraspora godeyi
Tetraspora Link ex Desv., 1818;Tetraspora Link
Tetraspora lubrica (Roth) C.Agardh, 1824;Tetraspora lubrica
Tetrasporaceae ;Tetrasporaceae
Tetrasporales Lemmerm.;Tetrasporales Lemmerm
Tetrastigma (Miq.) Planch., 1887;Tetrastigma (Miq
Tetrastigma voinierianum (H.F.Bon ex Sallier) Pierre ex Gagnep., 1910;Tetrastigma voinierianum
Tetrastrum Chodat, 1895;Tetrastrum Chodat
Tetrastrum staurogeniiforme (Schröder) Lemmerm., 1900;Tetrastrum staurogeniiforme
Tetrodontium brownianum (Dicks.) Schwägr., 1824;Tetrodontium brownianum
Tetrodontium ovatum (Funck) Schwägr.;Tetrodontium ovatum
Tetrodontium repandum (Funck) Schwägr., 1824;Tetrodontium repandum
Tetrodontium Schwägr., 1824;Tetrodontium Schwägr
Teucrieae Dumort., 1827;Teucrieae Dumort
Teucrium aristatum Pérez Lara, 1889;Teucrium aristatum
Teucrium aureum Schreb., 1773;Teucrium aureum
Teucrium botrys L., 1753;Teucrium botrys
Teucrium campanulatum L., 1753;Teucrium campanulatum
Teucrium canadense L., 1753;Teucrium canadense
Teucrium capitatum L., 1753;Teucrium capitatum
Teucrium capitatum subsp. capitatum L., 1753;Teucrium capitatum
Teucrium chamaedrys L., 1753;Teucrium chamaedrys
Teucrium dunense Sennen, 1925;Teucrium dunense
Teucrium flavum L., 1753;Teucrium flavum
Teucrium flavum subsp. flavum L., 1753;Teucrium flavum
Teucrium flavum subsp. glaucum (Jord. & Fourr.) Ronniger, 1918;Teucrium flavum
Teucrium fruticans L., 1753;Teucrium fruticans
Teucrium hircanicum L., 1759;Teucrium hircanicum
Teucrium L., 1753;Teucrium L
Teucrium lucidum L., 1759;Teucrium lucidum
Teucrium marum L., 1753;Teucrium marum
Teucrium massiliense L., 1763;Teucrium massiliense
Teucrium montanum L., 1753;Teucrium montanum
Teucrium polium L., 1753 [nom. et typ. cons.];Teucrium polium
Teucrium polium subsp. clapae S.Puech, 1971;Teucrium polium
Teucrium polium subsp. polium L., 1753;Teucrium polium
Teucrium polium subsp. purpurascens (Benth.) S.Puech, 1976;Teucrium polium
Teucrium pseudochamaepitys L., 1753;Teucrium pseudochamaepitys
Teucrium pyrenaicum L., 1753;Teucrium pyrenaicum
Teucrium rouyanum H.J.Coste & Soulié, 1897;Teucrium rouyanum
Teucrium scordium L., 1753;Teucrium scordium
Teucrium scorodonia L., 1753;Teucrium scorodonia
Teucrium vesicarium Mill., 1768;Teucrium vesicarium
Teucrium viscidum Blume, 1825;Teucrium viscidum
Teucrium x arisitense H.J.Coste & Sennen, 1895;Teucrium x
Teucrium x castrense Verg., 1909;Teucrium x
Teucrium x contejeanii Giraudias, 1888;Teucrium x
Teucrium x corsicum Rouy, 1909;Teucrium x
Teucrium x foucaudii Guilhot, 1899;Teucrium x
Teucrium x lucidrys Boom, 1957;Teucrium x
Teucrium x mailhoi Giraudias, 1890;Teucrium x
Teucrium x mailhoi nothosubsp. mailhoi Giraudias, 1890;Teucrium x
Teucrium x ochroleucum Jord., 1851;Teucrium x
Teucrium x queraltae Sennen, 1912;Teucrium x
Teucrium x ruthenense H.J.Coste & Sennen, 1895;Teucrium x
Thalassia Banks ex J.Koenig, 1805;Thalassia Banks
Thalassia hemprichii (Ehrenb.) Asch., 1871;Thalassia hemprichii
Thalassia testudinum Banks & Sol. ex J.Koenig, 1805;Thalassia testudinum
Thalassodendron ciliatum (Forssk.) Hartog, 1970;Thalassodendron ciliatum
Thalassodendron Hartog, 1970;Thalassodendron Hartog
Thalia geniculata L., 1753;Thalia geniculata
Thalia L., 1753;Thalia L
Thalictroideae Raf., 1815;Thalictroideae Raf
Thalictrum alpinum L., 1753;Thalictrum alpinum
Thalictrum aquilegiifolium L., 1753;Thalictrum aquilegiifolium
Thalictrum flavum L., 1753;Thalictrum flavum
Thalictrum foetidum L., 1753 [nom. et typ. cons.];Thalictrum foetidum
Thalictrum foetidum subsp. foetidum L., 1753;Thalictrum foetidum
Thalictrum L., 1753;Thalictrum L
Thalictrum lucidum L., 1753;Thalictrum lucidum
Thalictrum macrocarpum Gren., 1838;Thalictrum macrocarpum
Thalictrum minus L., 1753;Thalictrum minus
Thalictrum minus subsp. minus L., 1753;Thalictrum minus
Thalictrum minus subsp. pratense (F.W.Schultz) Hand, 2001;Thalictrum minus
Thalictrum minus subsp. saxatile (Schleich. ex DC.) Ces., 1844;Thalictrum minus
Thalictrum pubescens Pursh, 1814;Thalictrum pubescens
